id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
15801737,SUNSHINE GENTILLY JAZZ FEST AREA..Walking distance,98305690,Blondy,,St. Roch,29.98984,-90.06977,Entire home/apt,275,2,28,2022-05-09,0.31,2,355,0,"20STR-00840, 19-OSTR-0000"
15807425,Cozy two bedroom in Bywater,2679862,Jeffrey,,St. Claude,29.97031,-90.04045,Entire home/apt,,30,119,2020-03-16,1.35,2,0,0,19STR-12345
15817297,Marigny Magic Meets Casual Luxury,287733,David,,Bywater,29.96629,-90.04882,Entire home/apt,129,30,225,2024-03-04,2.53,2,67,43,"22STR-07097, 22OSTR-07096"
15817685,Historic New Orleans Condo with Fantastic Location,102387379,Laura,,Central Business District,29.94644,-90.07381,Entire home/apt,250,3,81,2024-02-18,0.94,1,155,2,"22-CSTR-16476, 21-OSTR-15403"
15818208,"Outstanding Spacious 2BDR, Historic Safe Area",51624732,Jannette,,Marlyville - Fontainbleau,29.95499,-90.11831,Entire home/apt,231,3,44,2024-01-02,0.49,2,294,6,"22-RSTR-22845, 22-OSTR-22409"
15821403,Uptown Charm - Milan Street Shotgun,102426392,Anna & Ben,,Milan,29.93829,-90.10197,Entire home/apt,,2,53,2022-05-29,0.59,1,0,0,"19STR-22094, 19-OSTR-7036"
15826817,New Orleans Cozy Condo,58921675,Ashton,,Central City,29.93798,-90.08355,Entire home/apt,80,30,62,2023-10-16,0.72,2,81,1,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
15832102,NOLA Oasis,70248287,Beverly,,Marigny,29.96471,-90.05433,Entire home/apt,308,3,228,2024-02-24,2.56,1,249,36,"20STR-01091, 19-OSTR-0000"
15834160,"Verdant Refuge near Audubon Park, Quiet, Clean and Welcoming",70261879,Jennifer,,Audubon,29.9366,-90.12724,Entire home/apt,,3,103,2020-08-17,1.18,1,0,0,"17STR-09682, 19-OSTR-0000"
15834364,Relax only a mile away from the  French Quarters.,102536401,Ryan & Jamie,,Seventh Ward,29.97182,-90.06109,Entire home/apt,203,3,109,2024-02-25,1.23,1,52,12,"21rstr-18645, 21Ostr-01574"
15854104,Private NOLA Oasis,32277962,Darryl,,City Park,29.99433,-90.10023,Entire home/apt,,2,71,2020-03-15,0.80,1,0,0,"19STR-25860, 19-OSTR-00000"
15858404,Saint Charles Sugar,102776350,Greg,,Garden District,29.92869,-90.08882,Entire home/apt,,365,1,2017-02-28,0.01,1,0,0,
15860173,Very Spacious Bayou St John 1 BR Shotgun 900 Sq Ft,953465,Ben,,Bayou St. John,29.9715633392334,-90.08792114257812,Entire home/apt,103,4,319,2024-03-02,3.59,2,89,50,"20-CSTR-26327, 23-OSTR-06181"
15937836,Forever Frenchmen,103441877,Dev,,Marigny,29.96695,-90.0584,Entire home/apt,469,3,184,2024-02-14,2.08,8,235,27,"17STR-10622, 20ostr-44754"
15938807,Charming Garden District Condo near Magazine,97320777,Dominique,,East Riverside,29.91927,-90.0903,Entire home/apt,132,1,221,2024-02-19,2.53,6,200,16,"22-rstr-16072, 22-ostr-17828"
15940569,"The ""Back House""- Jazz Fest & Frenchman Central!",1192986,Dayna,,Marigny,29.96469,-90.05982,Entire home/apt,225,30,32,2023-08-06,0.37,3,89,1,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
15941964,"Spacious, in a fantastic area, and very walkable!",45533369,Charlotte,,Audubon,29.92562,-90.11481,Entire home/apt,182,2,181,2024-03-05,2.11,1,183,25,"19STR-05910, 20-OSTR-1245"
15956491,Garden District Delight,9622671,Robert,,Central City,29.93214,-90.08891,Entire home/apt,96,31,2,2019-05-08,0.03,1,0,0,
15969995,Modern Uptown stay by Audubon/Tulane-Stay longer!,10183196,Clare,,West Riverside,29.92,-90.12379,Entire home/apt,299,30,66,2023-10-22,0.77,2,315,9,"19STR-20649, 20-OSTR-0000"
15989690,Irish Channel Oasis,14115077,Margaux & Zack,,Lower Garden District,29.9269,-90.07467,Entire home/apt,,30,28,2018-02-18,0.32,2,0,0,"18CSTR-14508, 18-OSTR-14508"
15998290,New Orleans charm w/ Gated Parking!,103984802,Meghan,,Lower Garden District,29.9332,-90.07109,Entire home/apt,185,29,44,2021-07-02,0.51,2,365,0,"19STR-20072, 19-OSTR-2072"
16020759,"Beautiful 1 Bedroom in Safe, Historic Neighborhood",51624732,Jannette,,Marlyville - Fontainbleau,29.95506,-90.11709,Entire home/apt,166,3,17,2023-12-12,0.20,2,294,2,"22-RSTR-22845, 22-OSTR-22409"
16027665,Luxury 3 bedroom 3 Bath Condo - 3 Blocks from FQ!,45441871,The Natchez,,Central Business District,29.94981,-90.06865,Entire home/apt,471,1,121,2024-03-07,1.42,12,0,26,"23-CSTR-21471, 23-OSTR-21471"
16027863,Luxury Pool Side 3 Bedroom 3 Bathroom Condo,45441871,The Natchez,,Central Business District,29.94981,-90.06865,Entire home/apt,530,1,148,2024-03-03,1.70,12,0,19,"23-CSTR-21471, 23-OSTR-21471"
16027956,Steps from French Quarter with Private Hot Tub and Balconies,45441871,The Natchez,,Central Business District,29.94981,-90.06865,Entire home/apt,565,1,86,2024-01-28,0.99,12,293,12,"23-CSTR-21471, 23-OSTR-21471"
16028030,"Steps from French Quarter with Private Spa, Bbq, and Balcony",45441871,The Natchez,,Central Business District,29.94981,-90.06865,Entire home/apt,516,1,116,2023-10-14,1.32,12,328,7,"23-CSTR-21471, 23-OSTR-21471"
16028086,Soak up the Sleek Style of a Renovated 1830s Residence,45441871,The Natchez,,Central Business District,29.94981,-90.06865,Entire home/apt,574,1,177,2024-03-03,2.02,12,297,15,"23-CSTR-21471, 23-OSTR-21471"
16028160,Luxury Condo with Private Balcony Steps from French Quarter,45441871,The Natchez,,Central Business District,29.94981,-90.06865,Entire home/apt,641,1,99,2024-03-10,1.14,12,308,7,"23-CSTR-21471, 23-OSTR-21471"
16054828,Modern By-Water Home,37625340,Tiffany,,St. Claude,29.96709,-90.03521,Entire home/apt,,1,87,2023-05-01,0.99,5,0,2,"19STR-01539, 20-ostr-01183"
16106449,Uptown Spacious Half a Double House,74171211,Clay,,West Riverside,29.92153367709541,-90.121946035105,Entire home/apt,366,2,112,2024-03-05,1.28,2,207,12,"23-NSTR-13613, 23-OSTR-04931"
16137505,Historic 2-Story in Family/Tourist Friendly Area,105282976,Mia,,St. Thomas Dev,29.92906,-90.07403,Entire home/apt,,3,117,2024-02-18,1.34,1,156,19,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
16150969,"Large Rm, Own Entrance, by Tulane Univ, StreetCar",48187766,Olive,,East Carrollton,29.94306,-90.12732,Private room,50,30,31,2019-11-23,0.35,7,365,0,
16189237,The Royal Elysian - Entire Marigny Guesthouse,87969031,Supreeya,,Marigny,29.9653,-90.05681,Entire home/apt,670,3,177,2024-03-03,2.04,2,0,19,"20CSTR-26603, 19-OSTR-26695"
16190346,Lower Garden District Boutique 12,11372242,Thiamanti,,Central City,29.93548,-90.07624,Entire home/apt,171,2,210,2024-02-21,2.44,46,32,19,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
16204328,Ursulines Historic Creole Mansion Steps to QTR,2019341,Historic Getaways,,Treme - Lafitte,29.96496,-90.06571,Entire home/apt,551,1,184,2024-02-25,2.10,32,194,39,"23RSTR-01615, 22-OSTR-06550"
16226205,Beautiful Artist Cottage Near French Quarter,31178083,Andy,,Central City,29.94265,-90.07788,Entire home/apt,93,3,275,2024-02-18,3.20,4,0,35,"22-RSTR-12003, 22-OSTR-11304"
16226441,Cozy Studio Apartment Upper garden district,97320777,Dominique,,East Riverside,29.91857,-90.09108,Entire home/apt,129,1,305,2024-02-16,3.48,6,314,15,"22-rstr-16072, 22-ostr-17828"
16230229,Sunny Side Uptown,15357546,Tom And Susan,,Leonidas,29.95467,-90.13238,Entire home/apt,110,30,64,2021-09-04,0.73,4,89,0,
16239826,Ursulines Historic Creole Cottage (D) Steps to Qtr,2019341,Historic Getaways,,Treme - Lafitte,29.96317,-90.06679,Entire home/apt,313,1,188,2024-03-05,2.15,32,203,36,"23RSTR-01565, 20-OSTR-02200"
16244212,Bright & Sunny CBD FQ Convention Center Area Condo,74907357,Annie,,Central Business District,29.950481414794922,-90.06790161132812,Entire home/apt,298,2,276,2024-02-14,3.15,6,241,44,"20-CSTR-28241, 20-OSTR-01161"
16270107,Carrollton Home Style Comfort on Pritchard Place,84729064,John,,Leonidas,29.96162,-90.11893,Private room,75,30,47,2024-01-28,0.72,2,99,9,"20STR-20337, 20-OSTR-20334"
16319653,Big Easy Condo 4 (close to the action),5480237,Raymond,,Treme - Lafitte,29.9636,-90.06787,Entire home/apt,178,1,137,2024-02-19,1.61,4,0,29,"20STR-20935, 20OSTR-20935"
16325965,Authentic New Orleans Gem,106858159,Gemaule,,Fairgrounds,29.9828,-90.07327,Entire home/apt,166,2,50,2024-03-03,0.70,2,146,6,"19STR-23811, 20-ostr-1617"
16325966,Spacious  New Orleans Home,106858159,Gemaule,,Old Aurora,29.93151,-90.01335,Entire home/apt,182,2,109,2024-03-03,1.38,2,160,16,"19STR-22272, 20-ostr-1612"
16338062,Super comfy & centrally located house,23001524,Lauren,,Fairgrounds,29.98348,-90.07497,Entire home/apt,116,1,142,2024-03-05,1.62,1,152,12,"23-NSTR-16403, 23-OSTR-18704"
16350475,Studio with Garden and Balcony near French Quarter,107060371,Stephanie,,St. Roch,29.98778,-90.06519,Entire home/apt,100,30,362,2020-02-24,4.16,1,83,0,
16364298,Ursulines Historic Creole Cottage- Steps to Qtr -E,2019341,Historic Getaways,,Treme - Lafitte,29.96493,-90.0668,Entire home/apt,357,1,200,2024-03-03,2.32,32,0,40,"23-RSTR-01557, 22-OSTR-06550"
16367541,Pre 1860 Creole Cottage: Historic Magazine Street,107191182,Jessica,,Irish Channel,29.92597,-90.08136,Entire home/apt,300,2,96,2024-03-04,1.10,1,222,20,"18STR-17738, 20-OSTR-0037"
16367562,St. Roch’s Guest House!,107191996,Janice,,St. Roch,29.9704,-90.05616,Entire home/apt,350,3,50,2024-02-14,0.58,1,329,5,"23-NSTR-17374, 23-OSTR-17398"
16429061,Muffin's Space New Orleans - (17STR-04607),107713372,Tina,,Navarre,29.98869,-90.11027,Entire home/apt,279,2,122,2024-02-23,1.46,1,118,13,"21-RSTR-20759, 22-OSTR-22892"
16430559,Fabulous Space Close to Downtown,36313064,Angel,,Old Aurora,29.91596,-89.99474,Entire home/apt,107,2,283,2024-03-09,3.23,1,135,41,"20RSTR-32187, 20OSTR-32188"
16453106,LGD Victorian - walk to parades and Second Lines,1185002,Ellen,,Central City,29.93653,-90.08031,Entire home/apt,384,2,38,2024-02-25,0.44,1,311,14,"22-rstr-08096, 22-OSTR-08108"
16467654,Condo with two bedrooms close to Frenchmen Street.,349162641,David,,Marigny,29.96642,-90.06259,Entire home/apt,358,2,310,2024-02-14,3.56,41,277,51,"22-CSTR-19550, 22-OSTR-08383"
16467920,Cozy Cottage with pet friendly backyard,106619739,Amanda,,Leonidas,29.95644,-90.12585,Entire home/apt,,30,93,2022-06-30,1.06,1,0,0,
16477860,Southern Charm- French Quarter Getaway,108164372,Thomas,,Marigny,29.96483,-90.06126,Entire home/apt,165,3,160,2024-02-25,1.83,3,0,32,"22-RSTR-10299, 22-OSTR-14122"
16478007,City Park / short ride to the Quarter / upstairs,108165373,Joann,,Mid-City,29.98267,-90.10361,Entire home/apt,85,30,65,2022-12-01,0.77,2,140,0,
16519806,Art & Location-Walk to French Qtr. & Frenchmen St!,105622681,Lauren,,Seventh Ward,29.970827102661133,-90.05934143066406,Entire home/apt,181,2,369,2024-02-18,4.26,1,102,33,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
16539152,Holy Cross Retreat Short ride to French Quarter,88113637,Andy,,Holy Cross,29.95984,-90.01892,Entire home/apt,75,30,23,2020-02-26,0.35,2,60,0,
16544082,Wyndham La Belle Maison ** 1BR,23366133,Rj,,Central Business District,29.95093,-90.06786,Entire home/apt,492,2,2,2019-03-05,0.03,12,358,0,"20-ISTR-99874, 20-OSTR-99874"
16544312,Beautiful & Spacious 2br/2ba in Bywater,87247967,Elizabeth,,Bywater,29.96182,-90.04134,Entire home/apt,159,2,132,2024-03-07,1.54,1,197,15,"20-RSTR-06367, 20-OSTR-06367"
16547330,The Moon 6br Your Own Contemporary Boutique Hotel,774950,Graham,,Bywater,29.96135,-90.04284,Entire home/apt,896,3,163,2024-03-10,1.91,5,307,11,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
16554389,Peace and Joy Real Estate LLC,108995650,John,,Leonidas,29.9507,-90.13391,Entire home/apt,150,30,15,2019-10-31,0.21,1,30,0,
16560108,Moon 301 - Crescent Moonrise Suite - 1 BR - 1 Bath,774950,Graham,,Bywater,29.96315,-90.0429,Private room,69,1,168,2023-12-28,1.93,5,12,44,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
16560542,Moon 201 - Crescent Moonset Suite - 1BR - 1 Bath,774950,Graham,,Bywater,29.96338,-90.04295,Private room,69,1,147,2024-02-16,1.78,5,12,42,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
16560722,Moon 101 - Full Moon Suite - 2BR 2.5 Bath + Living,774950,Graham,,Bywater,29.96339,-90.04289,Entire home/apt,195,1,89,2024-01-28,1.02,5,17,24,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
16561569,Moon 401 - Half Moon Suite - 2BR - 2 Bath,774950,Graham,,Bywater,29.96345,-90.04109,Entire home/apt,146,1,134,2024-02-16,1.56,5,18,37,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
16561799,Spacious 5-Star Home: Walk to Music & Restaurants,50199437,Jim,,St. Roch,29.97125,-90.05306,Entire home/apt,102,30,81,2024-02-10,0.94,1,171,2,
16571247,Cozy Home in New Orleans!,49958946,Linda,,St. Claude,29.97528,-90.03377,Entire home/apt,178,2,127,2024-02-14,1.48,1,75,5,"23-NSTR-14261, 23-OSTR-05002"
16576581,"7 min to CBD, Audubon Zoo, 5 Star Views, Magazine",105710202,Kris,,West Riverside,29.918429010975412,-90.1104537025094,Entire home/apt,246,3,2,2023-11-22,0.43,3,88,2,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
16576852,At home in Carrollton,109241561,Mary,,Marlyville - Fontainbleau,29.9532,-90.1171,Private room,78,1,122,2023-08-19,1.42,1,30,8,"22-RSTR-06401, 22-OSTR-17294"
16579387,"shaw's suite, family-friendly  17STR-07109",109274989,Darlene,,St. Claude,29.97491,-90.03865,Entire home/apt,225,2,34,2024-02-14,0.40,1,274,5,"19STR-13477, 19-OSTR-00000"
16579633,Albert's Place A,42934323,Albert,,Central Business District,29.95528,-90.07388,Private room,,30,22,2018-09-02,0.25,10,0,0,
16587590,Super Host!  MidCity Trolley $1.25- 2 Block Away.,109379086,Briggette,,Mid-City,29.96999,-90.08987,Entire home/apt,200,30,83,2020-03-08,0.98,1,364,0,18STR-14824
16587644,Albert's Place B,42934323,Albert,,Central Business District,29.95305,-90.07487,Private room,,30,15,2018-09-05,0.17,10,0,0,
16589062,Albert's Entire Place,42934323,Albert,,Central Business District,29.95449,-90.07385,Entire home/apt,,30,58,2020-02-23,0.68,10,0,0,
16603678,Charming Shotgun w/ easy access to Frenchmen & FQ,71959937,Kelsey,,Seventh Ward,29.97471,-90.05749,Entire home/apt,,30,75,2022-07-03,0.86,1,0,0,
16614479,Albert's Downtown Apartment A,42934323,Albert,,Central Business District,29.95513,-90.07489,Private room,,30,32,2018-09-19,0.37,10,0,0,
16614976,Albert's Downtown Apartment B,42934323,Albert,,Central Business District,29.9551,-90.07581,Private room,,30,17,2017-11-05,0.20,10,0,0,
16615144,Albert's Luxurious Downtown Apartment,42934323,Albert,,Central Business District,29.95296,-90.07514,Entire home/apt,,30,71,2019-03-31,0.83,10,0,0,
16619486,Secluded Space for Extended Stays,6929281,Lily,,Freret,29.93649,-90.10833,Private room,,30,41,2019-05-27,0.48,1,0,0,
16621323,MidCity Place marks the spot,109738215,Treniece,,Mid-City,29.96651,-90.09477,Entire home/apt,,30,45,2021-07-04,0.52,1,0,0,
16661937,City Park Short Ride to Quarter / Downstairs,108165373,Joann,,City Park,29.98306,-90.10357,Entire home/apt,55,30,56,2020-10-17,0.65,2,98,0,
16665457,Historical Landmark 3BR/1BA 1 block off Magazine.,153634101,Rob,,Lower Garden District,29.93045,-90.07799,Entire home/apt,300,30,82,2022-05-29,0.98,1,89,0,
16676070,Renovated Period House One Block from Magazine Street,110339761,Rebecca,,East Riverside,29.92075,-90.09048,Entire home/apt,288,2,47,2023-10-28,0.54,2,141,5,"20STR-01258, 20OSTR-01258"
16691765,"Spacious, Clean, and Cozy Bedroom in St. Roch",7485374,Zoie,,St. Roch,29.96984,-90.0522,Private room,,1,155,2021-04-28,1.78,3,0,0,"17STR-12427, 19-OSTR-0000"
16704901,"CHARMING, PRIVATE UPTOWN GEM",51850074,Teresa,,East Riverside,29.91923,-90.09947,Entire home/apt,114,2,251,2024-03-04,2.91,1,0,29,"19STR-24170, 20-OSTR-00348"
16717271,Cozy 3 BR Suite 26,110792547,Joy,,Gentilly Terrace,29.99421,-90.05081,Entire home/apt,130,2,37,2021-10-15,0.45,1,262,0,"21-RSTR-56389, 21-OSTR-43554"
16718674,BUNNY'S SECRET NEW ORLEANS GARDEN HOUSE,76836055,Bunny,,Broadmoor,29.95098,-90.10403,Entire home/apt,123,30,234,2023-03-07,2.72,1,364,0,"19STR-09587, 20-OSTR-03053"
16723525,Huge Property in Great Location 2116,66925019,Bianka,,Central City,29.9359,-90.08125,Entire home/apt,285,3,153,2024-02-23,1.77,14,59,14,"19STR-70365, 19-OSTR-0364"
16725935,Lavish & Spacious Lower Garden District Location,110887182,Stay Redamo Vacation Rentals,,Lower Garden District,29.93178,-90.07472,Entire home/apt,456,2,175,2024-03-04,2.04,8,295,26,"20-RSTR-32969, 20-OSTR-19185"
16738494,"Charming & Stylish Studio, close to St Charles Ave",12311444,Cali,,Central City,29.93374,-90.08458,Entire home/apt,98,3,182,2024-03-07,2.09,2,208,27,"22-RSTR-09142, 22-OSTR-09953"
16741902,"3 room private, luxury suite, perfect location!",97426599,John And Sheri,,Fairgrounds,29.98238,-90.08671,Entire home/apt,120,2,122,2024-02-26,1.42,1,153,21,"18STR-17406, 20-OSTR-17406"
16741942,Garden Dist. Loft near Convention Ctr & Fr. Qtr,14485761,Thomas,,Lower Garden District,29.93771,-90.0713,Entire home/apt,101,1,391,2024-03-07,4.50,2,237,47,"21-RSTR-17168, 23-OSTR-05869"
16752473,Private Studio for NOLA Aficionado near City Park,2984406,Nicole,,Fillmore,30.00424,-90.08233,Entire home/apt,97,2,146,2024-02-23,1.75,1,0,13,"23-NSTR-13304, 24-OSTR-03193"
16767102,PRIVATE 2 BED 2 BATH IN HISTORIC UPTOWN BROADMOOR,49807520,Jason,,Broadmoor,29.94455,-90.10159,Entire home/apt,,30,4,2018-02-25,0.05,1,0,0,
16780923,"Downtown, FQ, Convention Area Condo with Balcony",74907357,Annie,,Central Business District,29.95048,-90.0679,Entire home/apt,195,2,219,2024-02-24,2.55,6,226,22,"20-CSTR-28242, 20-OSTR-01161"
16789000,"Lovely 2-story Extended Stay, off St Charles 2120",66925019,Bianka,,Central City,29.93658,-90.08197,Entire home/apt,285,3,147,2024-02-05,1.71,14,62,3,"23-ISTR-04246, 22-OSTR-10430"
16791024,Mandeville Creole Cottage - 5 bed/4 bath,2019341,Historic Getaways,,St. Roch,29.96963,-90.05373,Entire home/apt,424,3,120,2024-03-03,1.44,32,250,21,"23STR-12089, 22-OSTR-06550"
16811964,Private Room in a charming New Orleans home,16284891,Erica,,Gentilly Terrace,29.99503,-90.05382,Private room,55,2,119,2024-02-14,1.83,1,17,9,"23-STR-15655, 23-OSTR-15635"
16812394,Cozy Shotgun Style Home  19STR-23780,91745726,Amanda,,Tulane - Gravier,29.96316,-90.08693,Entire home/apt,,2,52,2020-02-27,0.61,1,0,0,"19STR-23780, 20-OSTR-20448"
16839507,Beautiful Private Suite Walk to French Quarter!,339273806,Christopher,,Treme - Lafitte,29.96788,-90.06824,Private room,110,1,228,2024-03-08,2.70,8,0,36,"22-RSTR-16812, 22-OSTR-16813"
16840260,Bask in the Tranquil Courtyard of Bywater Guest House,7829096,Stephanie,,Bywater,29.96204,-90.03481,Entire home/apt,94,3,378,2024-02-23,4.43,1,0,44,"19-RSTR-7001, 19-OSTR-7007"
16843485,Awesome!  Two Bedroom Art Apartment,31178083,Andy,,Central City,29.94246,-90.07736,Entire home/apt,155,3,297,2024-02-20,3.45,4,282,29,"22-RSTR-12002, 22-OSTR-11304"
16844319,Bohemian Chic in Historic Lower Garden District,37614659,Owen,,Lower Garden District,29.93425,-90.07173,Entire home/apt,205,2,317,2024-02-18,3.69,10,0,28,"22-CSTR-08391, 22-OSTR-18927"
41344695,Perfect Uptown Location - All for you!,20075133,Millie,,Touro,29.92248,-90.09835,Entire home/apt,138,30,8,2024-01-14,0.25,2,174,3,
16854476,Fountainblue Manor at Uptown 3 Bedroom,112258444,Christopher,,Marlyville - Fontainbleau,29.95569,-90.10565,Entire home/apt,166,2,184,2024-02-19,2.12,1,154,28,"23-NSTR-17424, 22-OSTR-22693"
16869978,Artist's mural filled shotgun home,5601521,Crista,,Lower Garden District,29.92666,-90.07755,Entire home/apt,195,30,163,2023-11-12,1.88,1,229,4,"18STR-07615, 19-OSTR-70345"
16883174,"Irish Channel, Uptown Apartment: Private",112583634,Brian,,Irish Channel,29.92687,-90.07874,Entire home/apt,68,4,265,2024-03-03,3.06,1,104,38,"23-NSTR-18492, 22-OSTR-19954"
16894055,Uptown! Magazine/Parades 1.5 blocks. Driveway!,4871861,Joan,,East Riverside,29.91897,-90.10042,Entire home/apt,,3,29,2019-12-01,0.34,2,0,0,"19STR-11451, 19-OSTR-0000"
16916029,Beautiful Treme Home,105138283,Ryan,,Treme - Lafitte,29.97027,-90.07627,Entire home/apt,173,30,43,2020-02-24,0.50,2,179,0,
16917696,Beautiful Historic Treme Home,105138283,Ryan,,Treme - Lafitte,29.96964,-90.07448,Entire home/apt,171,30,55,2020-02-27,0.64,2,179,0,
16928130,Clean Modern 2br Loft Downtown,112910785,Marigny,,Central Business District,29.95182,-90.07067,Entire home/apt,180,3,210,2024-03-04,2.43,65,303,28,"21-cSTR-06762, 20-ostr-00044"
16928826,Heart of the Bywater (Side A),5576321,Brandon & Jessica,,Bywater,29.96312,-90.04557,Entire home/apt,73,30,100,2024-02-18,1.16,2,106,5,
16930057,Clean & Delightful,20540846,Reuel,,Treme - Lafitte,29.96453,-90.07097,Entire home/apt,,2,184,2020-03-06,2.15,1,0,0,"19STR-15967, 19-OSTR-1596"
16933067,Mid-City Gem Close to Everywhere Great in NOLA!,19006896,Kenyattah,,Mid-City,29.96748,-90.10089,Entire home/apt,133,30,80,2022-04-07,0.93,1,269,0,
16948006,Classic Uptown Living,31111321,Beverly,,Central City,29.94105,-90.08375,Private room,91,3,147,2024-02-11,1.72,7,231,11,"23STR-10407, 19-OSTR-00000"
16976088,Retreat and Relax 1 block off Magazine St.,113582723,Lauren,,East Riverside,29.92218,-90.08885,Entire home/apt,94,1,389,2024-02-14,4.51,1,261,50,"19STR-21968, 19-OSTR-0000"
16986081,Modern 2 BR in Midcity - 1 Block to Streetcar,113721100,Jon,,Mid-City,29.97803,-90.09729,Entire home/apt,222,2,199,2024-02-23,2.32,2,0,37,"21RSTR-13905, 21OSTR-16017"
16994658,Who Dat Steppers/Urban Swing Dance Institute ABnB,113840073,Oswald,,Seventh Ward,29.97803,-90.07452,Entire home/apt,126,2,59,2024-02-18,0.70,1,0,3,"23RSTR-10094, 23-OSTR-10094"
16999134,Stupendous Irish Channel Abode 30-day minimum,6644345,Aaron,,Irish Channel,29.92208,-90.0808,Entire home/apt,,30,486,2024-03-02,5.62,1,5,21,"19STR-10598, 19-OSTR-0000"
17011500,The Bend of Bourbon,114048780,Sammye,,French Quarter,29.96465,-90.06364,Entire home/apt,400,30,51,2021-10-31,0.60,1,179,0,19STR-03355
17014125,Irish Channel Apartment off Magazine Street,114076972,Tim,,East Riverside,29.92128,-90.08681,Entire home/apt,163,2,421,2024-02-29,4.88,1,26,53,"21-RSTR-18255, 21-OSTR-18397"
17041419,"Beautiful apartment, across from City Park!",37680385,Amanda,,City Park,29.98396,-90.10147,Entire home/apt,75,30,84,2023-10-31,0.98,1,260,4,
17096325,Cute and Private Retreat near Garden District,114724592,Greg & Margie,,Central City,29.93397,-90.08412,Entire home/apt,150,2,73,2024-01-28,0.85,1,74,8,"19STR-08001, 20-OSTR-1955"
17102313,Little Extra Bungalow-Fall and Holiday Sale,99380986,Al,,St. Roch,29.96987,-90.05104,Entire home/apt,199,30,51,2022-10-29,0.60,2,364,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
17122694,Stylish Guesthouse in Historic Building near Audubon Park,69561042,Joseph,,West Riverside,29.92114,-90.12047,Entire home/apt,161,3,188,2024-02-29,2.20,1,0,24,20-OSTR-01277
17142859,"Cozy, Historic, Mid-City Cottage",113005201,Natalie,,Bayou St. John,29.97471,-90.08484,Entire home/apt,,30,26,2019-05-27,0.30,1,0,0,
17157437,Charming/Spacious 100yr home. 10min to anywhere,31690633,Jason,,Milan,29.93935,-90.10224,Entire home/apt,,2,270,2023-07-23,3.14,1,0,15,"17STR-08391, 20-OSTR-02171"
17170709,Heart of the Bywater (Side B),5576321,Brandon & Jessica,,Bywater,29.96233,-90.04441,Entire home/apt,104,30,107,2024-01-01,1.25,2,57,3,
17171346,Stylish Freret Street Loft w/Balcony & Parking!,51541620,Samuel,,Freret,29.936236003493175,-90.1056127711695,Entire home/apt,125,1,316,2024-03-03,3.68,15,170,52,"20-CSTR-31254, 22-OSTR-13685"
17173259,Cozy New Orleans Carriage House - Levels 2,97389562,Dwayne,,Central City,29.94228,-90.07567,Entire home/apt,,1,52,2022-12-11,0.61,2,89,0,"19STR-22363, 19-OSTR-00000"
17189464,Tracey's Place,115701307,Clayton,,Dillard,29.9963,-90.06089,Entire home/apt,106,1,160,2024-03-03,1.91,1,115,23,"20STR-25920, 19-OSTR-0223"
17190233,Pelican Point - Lovely Apartment / Backyard,23619270,Steven,,Central City,29.94156,-90.07428,Entire home/apt,114,2,257,2024-02-27,3.00,3,0,39,"22-CSTR-14413, 22-OSTR-04350"
17206813,Romantic Courtyard Suite steps to it all!,114027840,Steve,,Marigny,29.96844,-90.05647,Entire home/apt,150,2,60,2024-02-25,0.77,2,247,8,"21-RSTR-07193, 20-OSTR-15649"
17211817,"Garden District Oasis, St Charles Mardi Gras Apt",7319703,Donald,,Central City,29.93241,-90.0862,Entire home/apt,95,30,336,2024-01-31,3.90,5,212,3,"20STR-02082, 20-OSTR-2080"
17221026,Peaceful Bywater Getaway,109631961,Mark,,Bywater,29.96352,-90.04239,Entire home/apt,241,3,109,2024-02-23,1.31,1,265,15,"20RSTR-33616, 19-OSTR-70381"
17237721,Pet Friendly AND No Cleaning Fee!,81140932,Michael,,West Riverside,29.91776,-90.11999,Private room,,30,31,2019-11-03,0.36,2,0,0,
17239614,Charming Historic Home 3 min to French Qtr/CBD,60197312,Talmadge,,Central City,29.94082,-90.08356,Entire home/apt,191,2,167,2024-02-18,1.94,2,172,14,"19STR-24869, 20-OSTR-01878"
17250670,gwen's Holistic House six blocks from French,115323554,Gwendolyn,,Treme - Lafitte,29.96624,-90.07136,Private room,65,2,361,2024-03-07,4.20,3,268,49,"17str-12458, 20-OSTR-02956"
